paperId,title,references,citations
d99743513bb536f89d3c4a01f148e4838c41dbf7,SALA: Semantic alignment and localization alignment for visual grounding,,
a93eaa26087f2b2e5314ce8beeee96edb5dcbf05,A CNN-transformer framework for air quality forecasting to support aeolian dust management in river basins,,
14c705119dc1cf33cd2c625a6f710ecc9d1327ec,Scaleformer: A hierarchical transformer network utilizing multi-scale spatial-temporal features for electricity consumption prediction in cement raw material grinding system,,
8a9f67ba2bec94e0e10bf03187a7dcf8110126d4,Visual-tactile fusion learning for material recognition based on channel switching and dual cross-attention,,
a93fc70e0f722f1c7e7c07aef25e54037e06b1c9,Artificial neural network model based on Kolmogorov-Arnold representation theorem and retention mechanism for real-time aircraft flight phases classification,,
d73a0f8385a7b46df761ed8bd402c94f6518e838,A cross-domain multi-scale feature fusion network based on graph convolution for intelligent fault diagnosis,,
e39e01f2822aefffee5d81b62de8c9a2b819ca20,Multi-atlas functional and effective connectivity attention fusion method for autism spectrum disorder diagnosis,,
e19cc27a61ae39c5b707becbddc11141045c553a,End-to-end Artificial Intelligence to analyze dynamical processes: A linear benchmark test,,
2aadf4b8f9d3dd064a1853778b5f900ad61ede09,Latent attribute augmented network for few-shot class-incremental learning,,
e32f1c3f36555e6da4c7cca0f3e651837516e848,Short-term wind power forecasting with small-sample datasets using an attention-enhanced domain-adversarial neural network,,
459e6b1c3c502f0b9060befa1b9ca0b582ff6aa2,MambaRSIS: Context-aware multi-scale feature aggregation with selective state space model for remote sensing instance segmentation,,
fc8746f598c714f187b00e80d3468f039c1885cd,Enhanced temporal graph neural network for predicting future citations on academic graphs: A dual clustering-driven and centrality-guided approach,,
cc7779a67273e4e9483f23b3a28ea2825a1d8fea,BiMT-TCN: A cutting-edge hybrid model for enhanced stock price prediction,,
18ec1c6911931d9cc8d1d05ea24d6a27cae0a485,Forecasting solar power production by using satellite images,,
88f6e1235f23482ea0aa403a0d127d89c0287f15,Hybrid-domain parallel attention and collaborative interaction transformer for multi-focus image fusion,,
96d2b032b56768419f2d8f0ceffbc40e3ca4b32e,A hierarchical feature-fusion-based method for predicting the coiling temperature in a hot rolling mill process,,
8c9a6aec3fd4ca197f6333a0154dd9c4458787fa,Reversible natural language watermarking with augmented word prediction and compression,,
b73f6593c38c193283b4e22f1db660aa20fe5d22,A dual-branch spatiotemporal feature fusion prediction model for concrete arch dam deformation based on multi-scale hierarchical clustering,,
8d2d817163304365614cf16ffcadd0a562ed24c9,Robust and timely within-season conterminous United States crop type mapping using Landsat Sentinel-2 time series and the transformer architecture,,
9828261cf2ba29d79c051fe06b4e20a74467443a,MP-DRA: Multi-scale memory and adaptive pseudo-anomaly enhanced open-set anomaly detection,,
0a9d0c3ac969e6f7448580047993e13c54e80eaf,A dynamic graph-based multi-task learning model for cut-in intention and trajectory prediction,,
3e1fa94867e67d04ec413d0afac275ac04fb97c7,Simultaneous detection and restoration of building rooftop tree occlusion with a self-supervised diffusion process,,
25815ec66adabfef0508aef2e8ca82469eb9fa09,Geometry-aware reservoirs: Patch-wise Jacobian lifting with cross-patch couplings for piecewise-linear modelling of chaotic flows,,
2af9ad08d520e799bd725777909333718a0e5ce2,"Mamba-360: Survey of state space models as transformer alternative for long sequence modelling: Methods, Applications, and Challenges",,
08c46a63ef6193396ca5b52b44e10201e67ef955,Bias calibration and error propagation adjustment for ML-based time series forecasting: A systematic study for PJM’s electricity load forecast amid Virginia’s data center surge,,
3777ea0bfcca79da295c520efe4eb0023a388927,A network traffic classification method based on comprehensive feature extraction and adaptive fusion networks,,
8621fafeda1c9e4fcf520511ece05d9d5dda3011,MST: A Modified Sparse Transformer with depth-aware attention for multi-modal camera–LiDAR fusion in autonomous vehicles,,
72a8a687df6844030d553e1de221239b2a57c1b1,Real-time structural dynamics estimation in hydraulically actuated systems using 3D flexible multibody simulation and SLIDE networks,,
fa865d12e8b7bf7f0c66c869768d2d58f2b318d1,Autoformer-based mobility and handoff-aware prediction for QoE enhancement in adaptive video streaming in 4G/5G networks,,
5cf6bade358c2de64c0a85d1ffd03e06aa9bd103,SADDLE: A runtime feedback control architecture for adaptive distributed deep learning in heterogeneous GPU clusters,,
75b5c9130a70129c347a73d4f8b04fec8ff6c57c,Ultrasensitive and self-adhesive strain sensor for deep learning-assisted hand gesture recognition by detecting subtle muscle contractions in arm,,
fa07f8d049682dd5f07d66f3283249632b85f3f4,WaveGRU: A framework with frequency-domain spatial attention for accurate solar PV and wind power forecasting,,
2b961b62bf80d6c2832179a70fd5ba6aee63e09a,A lightweight Dual-Stream Attention Network for real-time landslide monitoring in multi-modal remote sensing imagery,,
8c30caf3a90f20ee5388c052b70b03a3486491a3,DynPipe: Toward Dynamic End-to-End Pipeline Parallelism for Interference-Aware DNN Training,,
773b5db8fbf7bc25d78935a9b7caba156d1cd123,Transformers-based least square Monte Carlo for solvency calculation in life insurance,,
91439557f2a2bb3fc8a5abf137a16d975622a8d1,AoI-Aware Air-Ground Mobile Crowdsensing by Multi-Agent Curriculum Learning With Collaborative Observation Augmentation,,
459bed7b7afe61c6f73754f6cb3fc0000b0d7090,Towards OOD Object Detection With Unknown-Concept Guided Feature Diffusion,,
56f724a2b9be1ac4641427cbb30b198942baffa5,Graph Neural Networks for the Optimization of Collaborative Federated Learning Energy Efficiency,,
c48d5a0c375e6a735c296027776569d59cec8507,Embodied AI-Enhanced Vehicular Networks: An Integrated Vision Language Models and Reinforcement Learning Method,,
7467f35122c6ab4d190b63bf387556859ae9172d,DNTB: Dual-branch network model based on transformer and Bi-LSTM for energy consumption prediction in building chiller systems,2c03df8b48bf3fa39054345bafabfeff15bfd11d;2e9d221c206e9503ceb452302d68d10e293f2a10,
df27ae9734e10fc0495ab3777bd914a209e48507,A Trajectory Generator for High-Density Traffic and Diverse Agent-Interaction Scenarios,,
b4ad853ab0b8f48f9834662d8afe4c7c8114b04e,Development of Deep Neural Network First-Level Hardware Track Trigger for the Belle II Experiment,a6cb366736791bcccc5c8639de5a8f9636bf87e8,
187ad14707f2416beb775fcb1b02df51e92f9fdb,Modeling Quantum Geometry for Fractional Chern Insulators with unsupervised learning,,
5d59213e58c9c2c32e9a33ccb14f025fb61dad11,"Multi-scale Autoregressive Models are Laplacian, Discrete, and Latent Diffusion Models in Disguise",,
5da4b0481b3323eda70b124e94dd485a94956cc4,A Unified Deep Reinforcement Learning Approach for Close Enough Traveling Salesman Problem,,
72c28f54e66b93a33eccba1419aea057a273592d,Accelerating Attention with Basis Decomposition,,
1f418d4dcc59d850c65e43234d38cfdb1ab84ea3,Compositional meta-learning through probabilistic task inference,,
b5935b41a88dfe81e5dc6f7acc6e5ea00260c112,Variational Secret Common Randomness Extraction,,
d8ef6aa8f7f74c76fe028c056c4debda8fa4317e,PyramidStyler: Transformer-Based Neural Style Transfer with Pyramidal Positional Encoding and Reinforcement Learning,,
aef26fff6474b974fc5e88ef39729740561dcfe8,Improving AGI Evaluation: A Data Science Perspective,,
788fa2fe0d59667336b5dd4419f1b1d90303245f,BioBlobs: Differentiable Graph Partitioning for Protein Representation Learning,,
f5c3e735db605c0a4a3ddaeaa14fb16025c142c5,Towards Photonic Band Diagram Generation with Transformer-Latent Diffusion Models,,
f93710381d483791195fac430e7d4925e360233a,Understanding the Geospatial Reasoning Capabilities of LLMs: A Trajectory Recovery Perspective,,
3cb750f1b95a41071046de5fbeaadd50a7c59164,C2AL: Cohort-Contrastive Auxiliary Learning for Large-scale Recommendation Systems,2c03df8b48bf3fa39054345bafabfeff15bfd11d,
7076dca330dd7df2ddcfa5bf1c570b33e2992579,A Modular Theory of Subjective Consciousness for Natural and Artificial Minds,,
